year_month,person_or_corporation,state_brazil,default_rate
2014-04-01,P,RO,3.72
2014-04-01,P,RR,4.95
2014-04-01,P,SC,2.96
2014-04-01,P,SP,3.80
2014-04-01,P,SE,4.17
2014-04-01,P,TO,4.28
2014-05-01,P,AC,4.67
2014-05-01,P,AL,5.53
2014-05-01,P,AP,5.05
2014-05-01,P,AM,5.93
2014-05-01,P,BA,4.68
2014-05-01,P,CE,4.60
2014-05-01,P,DF,3.08
2014-05-01,P,ES,3.52
2014-05-01,P,GO,3.37
2014-05-01,P,MA,4.90
2014-05-01,P,MT,2.71
2014-05-01,P,MS,2.69
2014-05-01,P,MG,3.62
2014-05-01,P,PA,5.02
2014-05-01,P,PB,4.54
2014-05-01,P,PR,2.76
2014-05-01,P,PE,5.15
2014-05-01,P,PI,4.57
2014-05-01,P,RJ,5.10
2014-05-01,P,RN,4.29
2014-05-01,P,RS,2.72
2014-05-01,P,RO,3.70
2014-05-01,P,RR,4.92
2014-05-01,P,SC,3.00
2014-05-01,P,SP,3.83
2014-05-01,P,SE,4.11
2014-05-01,P,TO,4.27
2014-06-01,P,AC,4.62
2014-06-01,P,AL,5.46
2014-06-01,P,AP,5.09
2014-06-01,P,AM,5.65
2014-06-01,P,BA,4.62
2014-06-01,P,CE,4.51
2014-06-01,P,DF,3.05
2014-06-01,P,ES,3.39
2014-06-01,P,GO,3.32
2014-06-01,P,MA,4.86
2014-06-01,P,MT,2.47
2014-06-01,P,MS,2.65
2014-06-01,P,MG,3.56
2014-06-01,P,PA,4.95
2014-06-01,P,PB,4.55
2014-06-01,P,PR,2.73
2014-06-01,P,PE,5.16
2014-06-01,P,PI,4.64
2014-06-01,P,RJ,5.06
2014-06-01,P,RN,4.30
2014-06-01,P,RS,2.57
2014-06-01,P,RO,3.53
2014-06-01,P,RR,4.80
2014-06-01,P,SC,2.90
2014-06-01,P,SP,3.79
2014-06-01,P,SE,3.94
2014-06-01,P,TO,4.06
2014-07-01,P,AC,4.46
2014-07-01,P,AL,5.51
2014-07-01,P,AP,4.99
2014-07-01,P,AM,5.78
2014-07-01,P,BA,4.67
2014-07-01,P,CE,4.58
2014-07-01,P,DF,3.04
2014-07-01,P,ES,3.50
2014-07-01,P,GO,3.36
2014-07-01,P,MA,4.82
2014-07-01,P,MT,2.45
2014-07-01,P,MS,2.73
2014-07-01,P,MG,3.56
2014-07-01,P,PA,4.96
2014-07-01,P,PB,4.56
2014-07-01,P,PR,2.79
2014-07-01,P,PE,5.19
2014-07-01,P,PI,4.62
2014-07-01,P,RJ,5.05
2014-07-01,P,RN,4.29
2014-07-01,P,RS,2.60
2014-07-01,P,RO,3.34
2014-07-01,P,RR,4.80
2014-07-01,P,SC,2.92
2014-07-01,P,SP,3.82
2014-07-01,P,SE,4.02
2014-07-01,P,TO,4.03
2014-08-01,P,AC,4.51
2014-08-01,P,AL,5.64
2014-08-01,P,AP,4.96
2014-08-01,P,AM,5.39
2014-08-01,P,BA,4.71
2014-08-01,P,CE,4.59
2014-08-01,P,DF,3.05
2014-08-01,P,ES,3.53
2014-08-01,P,GO,3.46
2014-08-01,P,MA,4.85
2014-08-01,P,MT,2.77
2014-08-01,P,MS,2.86
2014-08-01,P,MG,3.60
2014-08-01,P,PA,4.97
2014-08-01,P,PB,4.56
2014-08-01,P,PR,2.85
2014-08-01,P,PE,5.23
2014-08-01,P,PI,4.66
2014-08-01,P,RJ,5.09
2014-08-01,P,RN,4.27
2014-08-01,P,RS,2.70
2014-08-01,P,RO,3.34
2014-08-01,P,RR,4.68
2014-08-01,P,SC,2.91
2014-08-01,P,SP,3.82
2014-08-01,P,SE,4.02
2014-08-01,P,TO,4.18
2014-09-01,P,AC,4.17
2014-09-01,P,AL,5.21
2014-09-01,P,AP,4.76
2014-09-01,P,AM,5.37
2014-09-01,P,BA,4.41
2014-09-01,P,CE,4.40
2014-09-01,P,DF,2.94
2014-09-01,P,ES,3.28
2014-09-01,P,GO,3.31
2014-09-01,P,MA,4.51
2014-09-01,P,MT,2.66
2014-09-01,P,MS,2.78
2014-09-01,P,MG,3.44
2014-09-01,P,PA,4.69
2014-09-01,P,PB,4.35
2014-09-01,P,PR,2.76
2014-09-01,P,PE,4.96
2014-09-01,P,PI,4.38
2014-09-01,P,RJ,4.82
2014-09-01,P,RN,3.99
2014-09-01,P,RS,2.66
2014-09-01,P,RO,3.20
2014-09-01,P,RR,4.64
2014-09-01,P,SC,2.76
2014-09-01,P,SP,3.71
2014-09-01,P,SE,3.87
2014-09-01,P,TO,4.08
2014-10-01,P,AC,4.30
2014-10-01,P,AL,5.26
2014-10-01,P,AP,4.48
2014-10-01,P,AM,5.41
2014-10-01,P,BA,4.50
2014-10-01,P,CE,4.31
2014-10-01,P,DF,3.01
2014-10-01,P,ES,3.28
2014-10-01,P,GO,3.37
2014-10-01,P,MA,4.50
2014-10-01,P,MT,2.60
2014-10-01,P,MS,2.87
2014-10-01,P,MG,3.44
2014-10-01,P,PA,4.73
2014-10-01,P,PB,4.37
2014-10-01,P,PR,2.77
2014-10-01,P,PE,4.91
2014-10-01,P,PI,4.47
2014-10-01,P,RJ,4.77
2014-10-01,P,RN,4.15
2014-10-01,P,RS,2.76
2014-10-01,P,RO,3.18
2014-10-01,P,RR,4.58
2014-10-01,P,SC,2.77
2014-10-01,P,SP,3.72
2014-10-01,P,SE,3.90
2014-10-01,P,TO,4.04
2014-11-01,P,AC,4.26
2014-11-01,P,AL,5.12
2014-11-01,P,AP,4.38
2014-11-01,P,AM,5.35
2014-11-01,P,BA,4.43
2014-11-01,P,CE,4.18
2014-11-01,P,DF,2.95
2014-11-01,P,ES,3.21
2014-11-01,P,GO,3.32
2014-11-01,P,MA,4.48
2014-11-01,P,MT,2.42
2014-11-01,P,MS,2.82
2014-11-01,P,MG,3.39
2014-11-01,P,PA,4.72
2014-11-01,P,PB,4.25
2014-11-01,P,PR,2.68
2014-11-01,P,PE,4.77
2014-11-01,P,PI,4.37
2014-11-01,P,RJ,4.67
2014-11-01,P,RN,3.92
2014-11-01,P,RS,2.68
2014-11-01,P,RO,3.09
2014-11-01,P,RR,4.87
2014-11-01,P,SC,2.71
2014-11-01,P,SP,3.68
2014-11-01,P,SE,3.75
2014-11-01,P,TO,3.98
2014-12-01,P,AC,4.02
2014-12-01,P,AL,4.66
2014-12-01,P,AP,4.23
2014-12-01,P,AM,5.14
2014-12-01,P,BA,4.10
2014-12-01,P,CE,3.94
2014-12-01,P,DF,2.79
2014-12-01,P,ES,3.04
2014-12-01,P,GO,3.17
2014-12-01,P,MA,4.29
2014-12-01,P,MT,2.33
2014-12-01,P,MS,2.65
2014-12-01,P,MG,3.29
2014-12-01,P,PA,4.51
2014-12-01,P,PB,3.96
2014-12-01,P,PR,2.53
2014-12-01,P,PE,4.60
2014-12-01,P,PI,4.11
2014-12-01,P,RJ,4.46
2014-12-01,P,RN,3.51
2014-12-01,P,RS,2.49
2014-12-01,P,RO,2.90
2014-12-01,P,RR,4.02
2014-12-01,P,SC,2.51
2014-12-01,P,SP,3.48
2014-12-01,P,SE,3.63
2014-12-01,P,TO,3.78
2015-01-01,P,AC,4.01
2015-01-01,P,AL,4.82
2015-01-01,P,AP,4.33
2015-01-01,P,AM,5.22
2015-01-01,P,BA,4.27
2015-01-01,P,CE,3.92
2015-01-01,P,DF,2.87
2015-01-01,P,ES,3.11
2015-01-01,P,GO,3.29
2015-01-01,P,MA,4.36
2015-01-01,P,MT,2.56
2015-01-01,P,MS,2.82
2015-01-01,P,MG,3.44
2015-01-01,P,PA,4.62
2015-01-01,P,PB,3.99
2015-01-01,P,PR,2.63
2015-01-01,P,PE,4.58
2015-01-01,P,PI,4.12
2015-01-01,P,RJ,4.57
2015-01-01,P,RN,3.68
2015-01-01,P,RS,2.57
2015-01-01,P,RO,2.94
2015-01-01,P,RR,4.08
2015-01-01,P,SC,2.58
2015-01-01,P,SP,3.57
2015-01-01,P,SE,3.74
2015-01-01,P,TO,3.80
2015-02-01,P,AC,4.06
2015-02-01,P,AL,4.82
2015-02-01,P,AP,5.42
2015-02-01,P,AM,5.29
2015-02-01,P,BA,4.31
2015-02-01,P,CE,3.93
2015-02-01,P,DF,2.99
2015-02-01,P,ES,3.21
2015-02-01,P,GO,3.37
2015-02-01,P,MA,4.61
2015-02-01,P,MT,2.62
2015-02-01,P,MS,2.94
2015-02-01,P,MG,3.58
2015-02-01,P,PA,4.71
2015-02-01,P,PB,4.04
2015-02-01,P,PR,2.73
2015-02-01,P,PE,4.56
2015-02-01,P,PI,4.18
2015-02-01,P,RJ,4.61
2015-02-01,P,RN,3.76
2015-02-01,P,RS,2.66
2015-02-01,P,RO,2.94
2015-02-01,P,RR,4.22
2015-02-01,P,SC,2.61
2015-02-01,P,SP,3.60
2015-02-01,P,SE,3.71
2015-02-01,P,TO,4.17
2015-03-01,P,AC,3.83
2015-03-01,P,AL,4.71
2015-03-01,P,AP,5.06
2015-03-01,P,AM,5.05
2015-03-01,P,BA,4.14
2015-03-01,P,CE,3.88
2015-03-01,P,DF,2.90
2015-03-01,P,ES,3.21
2015-03-01,P,GO,3.27
2015-03-01,P,MA,4.35
2015-03-01,P,MT,2.43
2015-03-01,P,MS,2.76
2015-03-01,P,MG,3.48
2015-03-01,P,PA,4.56
2015-03-01,P,PB,3.90
2015-03-01,P,PR,2.68
2015-03-01,P,PE,4.44
2015-03-01,P,PI,4.13
2015-03-01,P,RJ,4.46
2015-03-01,P,RN,3.71
2015-03-01,P,RS,2.65
2015-03-01,P,RO,2.87
2015-03-01,P,RR,4.09
2015-03-01,P,SC,2.55
2015-03-01,P,SP,3.49
2015-03-01,P,SE,3.69
2015-03-01,P,TO,3.82
2015-04-01,P,AC,3.89
2015-04-01,P,AL,4.74
2015-04-01,P,AP,5.13
2015-04-01,P,AM,5.05
2015-04-01,P,BA,4.26
2015-04-01,P,CE,4.00
2015-04-01,P,DF,2.93
2015-04-01,P,ES,3.30
2015-04-01,P,GO,3.34
2015-04-01,P,MA,4.40
2015-04-01,P,MT,2.39
2015-04-01,P,MS,2.72
2015-04-01,P,MG,3.49
2015-04-01,P,PA,4.58
2015-04-01,P,PB,3.95
2015-04-01,P,PR,2.69
2015-04-01,P,PE,4.53
2015-04-01,P,PI,4.24
2015-04-01,P,RJ,4.53
2015-04-01,P,RN,3.84
2015-04-01,P,RS,2.65
2015-04-01,P,RO,2.88
2015-04-01,P,RR,4.05
2015-04-01,P,SC,2.59
2015-04-01,P,SP,3.53
2015-04-01,P,SE,3.71
2015-04-01,P,TO,3.78
2015-05-01,P,AC,4.18
2015-05-01,P,AL,4.80
2015-05-01,P,AP,5.26
2015-05-01,P,AM,5.27
2015-05-01,P,BA,4.44
2015-05-01,P,CE,4.07
2015-05-01,P,DF,2.96
2015-05-01,P,ES,3.47
2015-05-01,P,GO,3.45
2015-05-01,P,MA,4.52
2015-05-01,P,MT,2.43
2015-05-01,P,MS,2.80
2015-05-01,P,MG,3.53
2015-05-01,P,PA,4.63
2015-05-01,P,PB,3.99
2015-05-01,P,PR,2.77
2015-05-01,P,PE,4.63
2015-05-01,P,PI,4.34
2015-05-01,P,RJ,4.66
2015-05-01,P,RN,3.94
2015-05-01,P,RS,2.69
2015-05-01,P,RO,2.98
2015-05-01,P,RR,4.46
2015-05-01,P,SC,2.68
2015-05-01,P,SP,3.64
2015-05-01,P,SE,3.85
2015-05-01,P,TO,3.89
2015-06-01,P,AC,3.83
2015-06-01,P,AL,4.70
2015-06-01,P,AP,5.12
2015-06-01,P,AM,5.02
2015-06-01,P,BA,4.29
2015-06-01,P,CE,3.89
2015-06-01,P,DF,2.82
2015-06-01,P,ES,3.33
2015-06-01,P,GO,3.26
2015-06-01,P,MA,4.34
2015-06-01,P,MT,2.32
2015-06-01,P,MS,2.65
2015-06-01,P,MG,3.37
2015-06-01,P,PA,4.47
2015-06-01,P,PB,4.05
2015-06-01,P,PR,2.70
2015-06-01,P,PE,4.59
2015-06-01,P,PI,4.14
2015-06-01,P,RJ,4.53
2015-06-01,P,RN,3.80
2015-06-01,P,RS,2.51
2015-06-01,P,RO,2.87
2015-06-01,P,RR,4.17
2015-06-01,P,SC,2.51
2015-06-01,P,SP,3.49
2015-06-01,P,SE,3.79
2015-06-01,P,TO,3.76
2015-07-01,P,AC,3.83
2015-07-01,P,AL,4.93
2015-07-01,P,AP,5.19
2015-07-01,P,AM,5.03
2015-07-01,P,BA,4.40
2015-07-01,P,CE,3.99
2015-07-01,P,DF,2.93
2015-07-01,P,ES,3.50
2015-07-01,P,GO,3.38
2015-07-01,P,MA,4.36
2015-07-01,P,MT,2.74
2015-07-01,P,MS,2.76
2015-07-01,P,MG,3.48
2015-07-01,P,PA,4.58
2015-07-01,P,PB,4.13
2015-07-01,P,PR,2.80
2015-07-01,P,PE,4.74
2015-07-01,P,PI,4.15
2015-07-01,P,RJ,4.67
2015-07-01,P,RN,3.89
2015-07-01,P,RS,2.63
2015-07-01,P,RO,2.86
2015-07-01,P,RR,4.29
2015-07-01,P,SC,2.60
2015-07-01,P,SP,3.59
2015-07-01,P,SE,3.92
2015-07-01,P,TO,3.90
2015-08-01,P,AC,3.94
2015-08-01,P,AL,5.12
2015-08-01,P,AP,5.31
2015-08-01,P,AM,5.12
2015-08-01,P,BA,4.48
2015-08-01,P,CE,4.13
2015-08-01,P,DF,3.03
2015-08-01,P,ES,3.63
2015-08-01,P,GO,3.50
2015-08-01,P,MA,4.52
2015-08-01,P,MT,3.08
2015-08-01,P,MS,2.90
2015-08-01,P,MG,3.60
2015-08-01,P,PA,4.67
2015-08-01,P,PB,4.22
2015-08-01,P,PR,2.92
2015-08-01,P,PE,4.88
2015-08-01,P,PI,4.26
2015-08-01,P,RJ,4.79
2015-08-01,P,RN,3.93
2015-08-01,P,RS,2.75
2015-08-01,P,RO,2.85
2015-08-01,P,RR,4.42
2015-08-01,P,SC,2.68
2015-08-01,P,SP,3.69
2015-08-01,P,SE,4.02
2015-08-01,P,TO,4.00
2015-09-01,P,AC,4.01
2015-09-01,P,AL,5.26
2015-09-01,P,AP,5.24
2015-09-01,P,AM,5.16
2015-09-01,P,BA,4.54
2015-09-01,P,CE,4.21
2015-09-01,P,DF,3.08
2015-09-01,P,ES,3.73
2015-09-01,P,GO,3.56
2015-09-01,P,MA,4.57
2015-09-01,P,MT,3.08
2015-09-01,P,MS,2.89
2015-09-01,P,MG,3.62
2015-09-01,P,PA,4.73
2015-09-01,P,PB,4.28
2015-09-01,P,PR,2.98
2015-09-01,P,PE,5.02
2015-09-01,P,PI,4.32
2015-09-01,P,RJ,4.92
2015-09-01,P,RN,4.17
2015-09-01,P,RS,2.85
2015-09-01,P,RO,2.89
2015-09-01,P,RR,4.46
2015-09-01,P,SC,2.73
2015-09-01,P,SP,3.73
2015-09-01,P,SE,4.07
2015-09-01,P,TO,4.30
2015-10-01,P,AC,4.02
2015-10-01,P,AL,5.51
2015-10-01,P,AP,5.25
2015-10-01,P,AM,5.22
2015-10-01,P,BA,4.75
2015-10-01,P,CE,4.35
2015-10-01,P,DF,3.23
2015-10-01,P,ES,3.85
2015-10-01,P,GO,3.80
2015-10-01,P,MA,4.78
2015-10-01,P,MT,3.20
2015-10-01,P,MS,3.05
2015-10-01,P,MG,3.70
2015-10-01,P,PA,4.92
2015-10-01,P,PB,4.29
2015-10-01,P,PR,3.11
2015-10-01,P,PE,5.20
2015-10-01,P,PI,4.49
2015-10-01,P,RJ,5.08
2015-10-01,P,RN,4.39
2015-10-01,P,RS,3.04
2015-10-01,P,RO,2.97
2015-10-01,P,RR,4.51
2015-10-01,P,SC,2.80
2015-10-01,P,SP,3.81
2015-10-01,P,SE,4.21
2015-10-01,P,TO,4.43
2015-11-01,P,AC,4.34
2015-11-01,P,AL,5.59
2015-11-01,P,AP,4.86
2015-11-01,P,AM,5.42
2015-11-01,P,BA,4.89
2015-11-01,P,CE,4.49
2015-11-01,P,DF,3.38
2015-11-01,P,ES,3.96
2015-11-01,P,GO,3.87
2015-11-01,P,MA,4.98
2015-11-01,P,MT,3.27
2015-11-01,P,MS,3.05
2015-11-01,P,MG,3.84
2015-11-01,P,PA,5.00
2015-11-01,P,PB,4.32
2015-11-01,P,PR,3.20
2015-11-01,P,PE,5.33
2015-11-01,P,PI,4.60
2015-11-01,P,RJ,5.25
2015-11-01,P,RN,4.50
2015-11-01,P,RS,3.11
2015-11-01,P,RO,3.11
2015-11-01,P,RR,4.75
2015-11-01,P,SC,2.91
2015-11-01,P,SP,3.96
2015-11-01,P,SE,4.41
2015-11-01,P,TO,4.49
2015-12-01,P,AC,4.39
2015-12-01,P,AL,5.60
2015-12-01,P,AP,5.20
2015-12-01,P,AM,5.57
2015-12-01,P,BA,5.01
2015-12-01,P,CE,4.51
2015-12-01,P,DF,3.40
2015-12-01,P,ES,3.99
2015-12-01,P,GO,3.84
2015-12-01,P,MA,4.88
2015-12-01,P,MT,3.05
2015-12-01,P,MS,3.13
2015-12-01,P,MG,3.86
2015-12-01,P,PA,5.00
2015-12-01,P,PB,4.35
2015-12-01,P,PR,3.19
2015-12-01,P,PE,5.41
2015-12-01,P,PI,4.58
2015-12-01,P,RJ,5.29
2015-12-01,P,RN,4.38
2015-12-01,P,RS,3.05
2015-12-01,P,RO,3.08
2015-12-01,P,RR,4.79
2015-12-01,P,SC,2.94
2015-12-01,P,SP,3.94
2015-12-01,P,SE,4.32
2015-12-01,P,TO,4.33
2016-01-01,P,AC,4.38
2016-01-01,P,AL,5.53
2016-01-01,P,AP,5.30
2016-01-01,P,AM,5.57
2016-01-01,P,BA,5.03
2016-01-01,P,CE,4.56
2016-01-01,P,DF,3.54
2016-01-01,P,ES,4.03
2016-01-01,P,GO,4.01
2016-01-01,P,MA,4.90
2016-01-01,P,MT,3.36
2016-01-01,P,MS,3.17
2016-01-01,P,MG,3.96
2016-01-01,P,PA,5.10
2016-01-01,P,PB,4.34
2016-01-01,P,PR,3.20
2016-01-01,P,PE,5.37
2016-01-01,P,PI,4.55
2016-01-01,P,RJ,5.32
2016-01-01,P,RN,4.42
2016-01-01,P,RS,3.09
2016-01-01,P,RO,3.08
2016-01-01,P,RR,4.79
2016-01-01,P,SC,3.00
2016-01-01,P,SP,3.97
2016-01-01,P,SE,4.38
2016-01-01,P,TO,4.51
2016-02-01,P,AC,4.44
2016-02-01,P,AL,5.58
2016-02-01,P,AP,5.64
2016-02-01,P,AM,5.77
2016-02-01,P,BA,5.06
2016-02-01,P,CE,4.64
2016-02-01,P,DF,3.62
2016-02-01,P,ES,4.20
2016-02-01,P,GO,4.12
2016-02-01,P,MA,5.03
2016-02-01,P,MT,3.41
2016-02-01,P,MS,3.19
2016-02-01,P,MG,4.06
2016-02-01,P,PA,5.28
2016-02-01,P,PB,4.37
2016-02-01,P,PR,3.24
2016-02-01,P,PE,5.45
2016-02-01,P,PI,4.61
2016-02-01,P,RJ,5.42
2016-02-01,P,RN,4.50
2016-02-01,P,RS,3.18
2016-02-01,P,RO,3.13
2016-02-01,P,RR,4.52
2016-02-01,P,SC,3.07
2016-02-01,P,SP,4.02
2016-02-01,P,SE,4.55
2016-02-01,P,TO,4.55
2016-03-01,P,AC,4.37
2016-03-01,P,AL,5.45
2016-03-01,P,AP,5.22
2016-03-01,P,AM,5.79
2016-03-01,P,BA,5.02
2016-03-01,P,CE,4.55
2016-03-01,P,DF,3.51
2016-03-01,P,ES,4.17
2016-03-01,P,GO,4.07
2016-03-01,P,MA,4.93
2016-03-01,P,MT,3.14
2016-03-01,P,MS,3.04
2016-03-01,P,MG,3.96
2016-03-01,P,PA,5.15
2016-03-01,P,PB,4.27
2016-03-01,P,PR,3.14
2016-03-01,P,PE,5.41
2016-03-01,P,PI,4.56
2016-03-01,P,RJ,5.37
2016-03-01,P,RN,4.38
2016-03-01,P,RS,3.14
2016-03-01,P,RO,3.08
2016-03-01,P,RR,4.48
2016-03-01,P,SC,2.96
2016-03-01,P,SP,3.95
2016-03-01,P,SE,4.56
2016-03-01,P,TO,4.50
2016-04-01,P,AC,4.60
2016-04-01,P,AL,5.62
2016-04-01,P,AP,5.31
2016-04-01,P,AM,6.19
2016-04-01,P,BA,5.23
2016-04-01,P,CE,4.75
2016-04-01,P,DF,3.63
2016-04-01,P,ES,4.36
2016-04-01,P,GO,4.14
2016-04-01,P,MA,5.07
2016-04-01,P,MT,3.17
2016-04-01,P,MS,3.19
2016-04-01,P,MG,4.04
2016-04-01,P,PA,5.24
2016-04-01,P,PB,4.41
2016-04-01,P,PR,3.18
2016-04-01,P,PE,5.55
2016-04-01,P,PI,4.67
2016-04-01,P,RJ,5.51
2016-04-01,P,RN,4.45
2016-04-01,P,RS,3.18
2016-04-01,P,RO,3.16
2016-04-01,P,RR,4.71
2016-04-01,P,SC,3.09
2016-04-01,P,SP,4.06
2016-04-01,P,SE,4.85
2016-04-01,P,TO,4.66
2016-05-01,P,AC,4.66
2016-05-01,P,AL,5.58
2016-05-01,P,AP,5.60
2016-05-01,P,AM,6.28
2016-05-01,P,BA,5.22
2016-05-01,P,CE,4.75
2016-05-01,P,DF,3.64
2016-05-01,P,ES,4.39
2016-05-01,P,GO,4.07
2016-05-01,P,MA,5.02
2016-05-01,P,MT,3.02
2016-05-01,P,MS,3.17
2016-05-01,P,MG,4.06
2016-05-01,P,PA,5.26
2016-05-01,P,PB,4.32
2016-05-01,P,PR,3.17
2016-05-01,P,PE,5.51
2016-05-01,P,PI,4.52
2016-05-01,P,RJ,5.64
2016-05-01,P,RN,4.45
2016-05-01,P,RS,3.08
2016-05-01,P,RO,3.14
2016-05-01,P,RR,4.70
2016-05-01,P,SC,3.05
2016-05-01,P,SP,4.05
2016-05-01,P,SE,4.86
2016-05-01,P,TO,4.51
2016-06-01,P,AC,4.24
2016-06-01,P,AL,5.28
2016-06-01,P,AP,5.01
2016-06-01,P,AM,5.87
2016-06-01,P,BA,4.95
2016-06-01,P,CE,4.51
2016-06-01,P,DF,3.46
2016-06-01,P,ES,4.15
2016-06-01,P,GO,3.85
2016-06-01,P,MA,4.67
2016-06-01,P,MT,2.74
2016-06-01,P,MS,2.93
2016-06-01,P,MG,3.83
2016-06-01,P,PA,4.93
2016-06-01,P,PB,4.12
2016-06-01,P,PR,2.95
2016-06-01,P,PE,5.28
2016-06-01,P,PI,4.21
2016-06-01,P,RJ,5.36
2016-06-01,P,RN,4.10
2016-06-01,P,RS,2.85
2016-06-01,P,RO,2.89
2016-06-01,P,RR,4.43
2016-06-01,P,SC,2.86
2016-06-01,P,SP,3.83
2016-06-01,P,SE,4.52
2016-06-01,P,TO,3.97
2016-07-01,P,AC,3.97
2016-07-01,P,AL,5.02
2016-07-01,P,AP,4.88
2016-07-01,P,AM,5.62
2016-07-01,P,BA,4.72
2016-07-01,P,CE,4.27
2016-07-01,P,DF,3.40
2016-07-01,P,ES,3.93
2016-07-01,P,GO,3.86
2016-07-01,P,MA,4.40
2016-07-01,P,MT,3.07
2016-07-01,P,MS,2.85
2016-07-01,P,MG,3.66
2016-07-01,P,PA,4.72
2016-07-01,P,PB,3.89
2016-07-01,P,PR,2.88
2016-07-01,P,PE,4.92
2016-07-01,P,PI,3.98
2016-07-01,P,RJ,5.10
2016-07-01,P,RN,3.90
2016-07-01,P,RS,2.79
2016-07-01,P,RO,2.75
2016-07-01,P,RR,4.18
2016-07-01,P,SC,2.78
2016-07-01,P,SP,3.64
2016-07-01,P,SE,4.34
2016-07-01,P,TO,3.82
2016-08-01,P,AC,3.99
2016-08-01,P,AL,4.90
2016-08-01,P,AP,4.66
2016-08-01,P,AM,5.59
2016-08-01,P,BA,4.75
2016-08-01,P,CE,4.28
2016-08-01,P,DF,3.32
2016-08-01,P,ES,3.90
2016-08-01,P,GO,3.94
2016-08-01,P,MA,4.46
2016-08-01,P,MT,3.24
2016-08-01,P,MS,2.83
2016-08-01,P,MG,3.61
2016-08-01,P,PA,4.83
2016-08-01,P,PB,3.88
2016-08-01,P,PR,2.84
2016-08-01,P,PE,4.83
2016-08-01,P,PI,4.01
2016-08-01,P,RJ,5.19
2016-08-01,P,RN,3.86
2016-08-01,P,RS,2.77
2016-08-01,P,RO,2.74
2016-08-01,P,RR,4.04
2016-08-01,P,SC,2.78
2016-08-01,P,SP,3.53
2016-08-01,P,SE,4.30
2016-08-01,P,TO,3.92
2016-09-01,P,AC,4.04
2016-09-01,P,AL,5.06
2016-09-01,P,AP,4.64
2016-09-01,P,AM,5.60
2016-09-01,P,BA,4.84
2016-09-01,P,CE,4.37
2016-09-01,P,DF,3.40
2016-09-01,P,ES,3.93
2016-09-01,P,GO,4.04
2016-09-01,P,MA,4.61
2016-09-01,P,MT,3.26
2016-09-01,P,MS,2.89
2016-09-01,P,MG,3.60
2016-09-01,P,PA,4.95
2016-09-01,P,PB,4.06
2016-09-01,P,PR,2.87
2016-09-01,P,PE,4.84
2016-09-01,P,PI,4.08
2016-09-01,P,RJ,5.20
2016-09-01,P,RN,4.08
2016-09-01,P,RS,2.79
2016-09-01,P,RO,2.76
2016-09-01,P,RR,4.01
2016-09-01,P,SC,2.82
2016-09-01,P,SP,3.51
2016-09-01,P,SE,4.41
2016-09-01,P,TO,4.04
2016-10-01,P,AC,4.17
2016-10-01,P,AL,4.90
2016-10-01,P,AP,4.83
2016-10-01,P,AM,5.67
2016-10-01,P,BA,4.84
2016-10-01,P,CE,4.42
2016-10-01,P,DF,3.45
2016-10-01,P,ES,4.01
2016-10-01,P,GO,4.09
2016-10-01,P,MA,4.75
2016-10-01,P,MT,3.17
2016-10-01,P,MS,2.95
2016-10-01,P,MG,3.62
2016-10-01,P,PA,5.07
2016-10-01,P,PB,4.13
2016-10-01,P,PR,2.87
2016-10-01,P,PE,4.78
2016-10-01,P,PI,4.16
2016-10-01,P,RJ,5.14
2016-10-01,P,RN,4.26
2016-10-01,P,RS,2.86
2016-10-01,P,RO,2.81
2016-10-01,P,RR,4.09
2016-10-01,P,SC,2.85
2016-10-01,P,SP,3.54
2016-10-01,P,SE,4.44
2016-10-01,P,TO,4.26
2016-11-01,P,AC,4.09
2016-11-01,P,AL,4.71
2016-11-01,P,AP,4.78
2016-11-01,P,AM,5.55
2016-11-01,P,BA,4.68
2016-11-01,P,CE,4.34
2016-11-01,P,DF,3.39
2016-11-01,P,ES,3.89
2016-11-01,P,GO,3.88
2016-11-01,P,MA,4.59
2016-11-01,P,MT,2.99
2016-11-01,P,MS,2.87
2016-11-01,P,MG,3.59
2016-11-01,P,PA,4.95
2016-11-01,P,PB,4.04
2016-11-01,P,PR,2.82
2016-11-01,P,PE,4.61
2016-11-01,P,PI,4.02
2016-11-01,P,RJ,5.20
2016-11-01,P,RN,4.09
2016-11-01,P,RS,2.77
2016-11-01,P,RO,2.76
2016-11-01,P,RR,4.01
2016-11-01,P,SC,2.78
2016-11-01,P,SP,3.51
2016-11-01,P,SE,4.23
2016-11-01,P,TO,4.29
2016-12-01,P,AC,3.86
2016-12-01,P,AL,4.42
2016-12-01,P,AP,4.74
2016-12-01,P,AM,5.28
2016-12-01,P,BA,4.48
2016-12-01,P,CE,4.16
2016-12-01,P,DF,3.18
2016-12-01,P,ES,3.63
2016-12-01,P,GO,3.66
2016-12-01,P,MA,4.26
2016-12-01,P,MT,2.85
2016-12-01,P,MS,2.70
2016-12-01,P,MG,3.52
2016-12-01,P,PA,4.77
2016-12-01,P,PB,3.81
2016-12-01,P,PR,2.69
2016-12-01,P,PE,4.50
2016-12-01,P,PI,3.79
2016-12-01,P,RJ,5.15
2016-12-01,P,RN,3.86
2016-12-01,P,RS,2.62
2016-12-01,P,RO,2.67
2016-12-01,P,RR,3.91
2016-12-01,P,SC,2.65
2016-12-01,P,SP,3.42
2016-12-01,P,SE,4.00
2016-12-01,P,TO,4.05
2017-01-01,P,AC,3.75
