year_month,person_or_corporation,state_brazil,default_rate
2013-04-01,C,RS,2.31
2013-04-01,C,RO,4.46
2013-04-01,C,RR,1.12
2013-04-01,C,SC,3.45
2013-04-01,C,SP,2.37
2013-04-01,C,SE,3.00
2013-04-01,C,TO,3.60
2013-05-01,C,AC,1.99
2013-05-01,C,AL,3.00
2013-05-01,C,AP,3.01
2013-05-01,C,AM,2.00
2013-05-01,C,BA,3.17
2013-05-01,C,CE,4.70
2013-05-01,C,DF,1.98
2013-05-01,C,ES,2.07
2013-05-01,C,GO,2.33
2013-05-01,C,MA,2.83
2013-05-01,C,MT,2.51
2013-05-01,C,MS,1.70
2013-05-01,C,MG,2.25
2013-05-01,C,PA,3.75
2013-05-01,C,PB,3.87
2013-05-01,C,PR,2.31
2013-05-01,C,PE,1.40
2013-05-01,C,PI,2.68
2013-05-01,C,RJ,0.99
2013-05-01,C,RN,2.49
2013-05-01,C,RS,2.42
2013-05-01,C,RO,4.42
2013-05-01,C,RR,0.86
2013-05-01,C,SC,2.10
2013-05-01,C,SP,2.38
2013-05-01,C,SE,2.37
2013-05-01,C,TO,2.95
2013-06-01,C,AC,1.63
2013-06-01,C,AL,2.83
2013-06-01,C,AP,2.90
2013-06-01,C,AM,2.41
2013-06-01,C,BA,3.17
2013-06-01,C,CE,2.74
2013-06-01,C,DF,1.70
2013-06-01,C,ES,1.98
2013-06-01,C,GO,2.19
2013-06-01,C,MA,2.73
2013-06-01,C,MT,2.37
2013-06-01,C,MS,1.52
2013-06-01,C,MG,2.22
2013-06-01,C,PA,3.69
2013-06-01,C,PB,3.64
2013-06-01,C,PR,2.13
2013-06-01,C,PE,1.36
2013-06-01,C,PI,2.68
2013-06-01,C,RJ,0.91
2013-06-01,C,RN,2.33
2013-06-01,C,RS,2.31
2013-06-01,C,RO,4.18
2013-06-01,C,RR,0.81
2013-06-01,C,SC,1.90
2013-06-01,C,SP,2.23
2013-06-01,C,SE,2.49
2013-06-01,C,TO,2.64
2013-07-01,C,AC,1.50
2013-07-01,C,AL,2.92
2013-07-01,C,AP,2.87
2013-07-01,C,AM,2.65
2013-07-01,C,BA,3.09
2013-07-01,C,CE,2.73
2013-07-01,C,DF,1.78
2013-07-01,C,ES,1.97
2013-07-01,C,GO,2.02
2013-07-01,C,MA,2.85
2013-07-01,C,MT,2.22
2013-07-01,C,MS,1.55
2013-07-01,C,MG,2.28
2013-07-01,C,PA,3.60
2013-07-01,C,PB,3.43
2013-07-01,C,PR,2.14
2013-07-01,C,PE,1.32
2013-07-01,C,PI,2.37
2013-07-01,C,RJ,0.95
2013-07-01,C,RN,2.03
2013-07-01,C,RS,2.28
2013-07-01,C,RO,3.99
2013-07-01,C,RR,0.70
2013-07-01,C,SC,1.88
2013-07-01,C,SP,2.22
2013-07-01,C,SE,2.39
2013-07-01,C,TO,2.66
2013-08-01,C,AC,1.45
2013-08-01,C,AL,2.89
2013-08-01,C,AP,2.65
2013-08-01,C,AM,2.90
2013-08-01,C,BA,2.85
2013-08-01,C,CE,2.65
2013-08-01,C,DF,1.64
2013-08-01,C,ES,2.19
2013-08-01,C,GO,1.95
2013-08-01,C,MA,2.69
2013-08-01,C,MT,2.09
2013-08-01,C,MS,1.49
2013-08-01,C,MG,2.22
2013-08-01,C,PA,3.57
2013-08-01,C,PB,3.44
2013-08-01,C,PR,2.08
2013-08-01,C,PE,1.36
2013-08-01,C,PI,2.30
2013-08-01,C,RJ,0.88
2013-08-01,C,RN,1.96
2013-08-01,C,RS,2.26
2013-08-01,C,RO,3.80
2013-08-01,C,RR,0.63
2013-08-01,C,SC,1.87
2013-08-01,C,SP,2.19
2013-08-01,C,SE,2.74
2013-08-01,C,TO,2.68
2013-09-01,C,AC,1.47
2013-09-01,C,AL,3.03
2013-09-01,C,AP,2.51
2013-09-01,C,AM,3.06
2013-09-01,C,BA,2.77
2013-09-01,C,CE,2.68
2013-09-01,C,DF,1.70
2013-09-01,C,ES,2.04
2013-09-01,C,GO,2.05
2013-09-01,C,MA,2.68
2013-09-01,C,MT,2.05
2013-09-01,C,MS,1.41
2013-09-01,C,MG,2.22
2013-09-01,C,PA,2.94
2013-09-01,C,PB,3.62
2013-09-01,C,PR,2.12
2013-09-01,C,PE,1.44
2013-09-01,C,PI,2.30
2013-09-01,C,RJ,0.95
2013-09-01,C,RN,2.00
2013-09-01,C,RS,2.29
2013-09-01,C,RO,3.73
2013-09-01,C,RR,0.63
2013-09-01,C,SC,1.85
2013-09-01,C,SP,2.05
2013-09-01,C,SE,2.75
2013-09-01,C,TO,2.52
2013-10-01,C,AC,1.47
2013-10-01,C,AL,2.92
2013-10-01,C,AP,2.05
2013-10-01,C,AM,3.33
2013-10-01,C,BA,2.76
2013-10-01,C,CE,2.83
2013-10-01,C,DF,1.47
2013-10-01,C,ES,2.05
2013-10-01,C,GO,2.19
2013-10-01,C,MA,2.61
2013-10-01,C,MT,2.07
2013-10-01,C,MS,1.37
2013-10-01,C,MG,2.25
2013-10-01,C,PA,2.79
2013-10-01,C,PB,3.68
2013-10-01,C,PR,2.15
2013-10-01,C,PE,1.40
2013-10-01,C,PI,2.27
2013-10-01,C,RJ,0.91
2013-10-01,C,RN,2.06
2013-10-01,C,RS,2.43
2013-10-01,C,RO,3.55
2013-10-01,C,RR,0.70
2013-10-01,C,SC,1.69
2013-10-01,C,SP,2.11
2013-10-01,C,SE,3.29
2013-10-01,C,TO,2.57
2013-11-01,C,AC,1.39
2013-11-01,C,AL,2.85
2013-11-01,C,AP,2.05
2013-11-01,C,AM,3.30
2013-11-01,C,BA,2.50
2013-11-01,C,CE,2.58
2013-11-01,C,DF,1.46
2013-11-01,C,ES,2.05
2013-11-01,C,GO,2.28
2013-11-01,C,MA,2.56
2013-11-01,C,MT,1.79
2013-11-01,C,MS,1.38
2013-11-01,C,MG,2.22
2013-11-01,C,PA,3.01
2013-11-01,C,PB,3.38
2013-11-01,C,PR,2.10
2013-11-01,C,PE,1.40
2013-11-01,C,PI,2.21
2013-11-01,C,RJ,0.96
2013-11-01,C,RN,2.04
2013-11-01,C,RS,2.34
2013-11-01,C,RO,3.90
2013-11-01,C,RR,0.85
2013-11-01,C,SC,1.61
2013-11-01,C,SP,2.03
2013-11-01,C,SE,3.11
2013-11-01,C,TO,2.51
2013-12-01,C,AC,1.45
2013-12-01,C,AL,2.90
2013-12-01,C,AP,2.23
2013-12-01,C,AM,4.32
2013-12-01,C,BA,2.25
2013-12-01,C,CE,2.47
2013-12-01,C,DF,1.41
2013-12-01,C,ES,2.02
2013-12-01,C,GO,2.15
2013-12-01,C,MA,2.43
2013-12-01,C,MT,1.67
2013-12-01,C,MS,1.36
2013-12-01,C,MG,2.20
2013-12-01,C,PA,2.69
2013-12-01,C,PB,3.24
2013-12-01,C,PR,2.00
2013-12-01,C,PE,1.35
2013-12-01,C,PI,2.13
2013-12-01,C,RJ,0.84
2013-12-01,C,RN,1.97
2013-12-01,C,RS,2.18
2013-12-01,C,RO,3.68
2013-12-01,C,RR,0.85
2013-12-01,C,SC,1.54
2013-12-01,C,SP,1.89
2013-12-01,C,SE,2.74
2013-12-01,C,TO,2.35
2014-01-01,C,AC,1.44
2014-01-01,C,AL,2.90
2014-01-01,C,AP,2.02
2014-01-01,C,AM,4.59
2014-01-01,C,BA,2.26
2014-01-01,C,CE,2.47
2014-01-01,C,DF,1.52
2014-01-01,C,ES,2.05
2014-01-01,C,GO,2.20
2014-01-01,C,MA,2.66
2014-01-01,C,MT,1.68
2014-01-01,C,MS,1.37
2014-01-01,C,MG,2.25
2014-01-01,C,PA,2.63
2014-01-01,C,PB,3.16
2014-01-01,C,PR,1.98
2014-01-01,C,PE,1.28
2014-01-01,C,PI,2.31
2014-01-01,C,RJ,0.84
2014-01-01,C,RN,2.00
2014-01-01,C,RS,2.20
2014-01-01,C,RO,3.47
2014-01-01,C,RR,0.90
2014-01-01,C,SC,1.65
2014-01-01,C,SP,1.90
2014-01-01,C,SE,2.67
2014-01-01,C,TO,2.24
2014-02-01,C,AC,1.40
2014-02-01,C,AL,3.16
2014-02-01,C,AP,1.90
2014-02-01,C,AM,4.64
2014-02-01,C,BA,2.12
2014-02-01,C,CE,2.36
2014-02-01,C,DF,1.54
2014-02-01,C,ES,2.31
2014-02-01,C,GO,2.12
2014-02-01,C,MA,2.66
2014-02-01,C,MT,1.85
2014-02-01,C,MS,1.23
2014-02-01,C,MG,2.27
2014-02-01,C,PA,3.28
2014-02-01,C,PB,2.99
2014-02-01,C,PR,1.96
2014-02-01,C,PE,1.22
2014-02-01,C,PI,2.19
2014-02-01,C,RJ,1.12
2014-02-01,C,RN,2.09
2014-02-01,C,RS,2.24
2014-02-01,C,RO,3.29
2014-02-01,C,RR,0.85
2014-02-01,C,SC,1.67
2014-02-01,C,SP,1.82
2014-02-01,C,SE,2.63
2014-02-01,C,TO,2.08
2014-03-01,C,AC,1.44
2014-03-01,C,AL,3.26
2014-03-01,C,AP,2.12
2014-03-01,C,AM,3.28
2014-03-01,C,BA,2.26
2014-03-01,C,CE,2.37
2014-03-01,C,DF,1.46
2014-03-01,C,ES,2.36
2014-03-01,C,GO,2.12
2014-03-01,C,MA,2.79
2014-03-01,C,MT,1.83
2014-03-01,C,MS,1.24
2014-03-01,C,MG,2.25
2014-03-01,C,PA,3.45
2014-03-01,C,PB,3.24
2014-03-01,C,PR,1.97
2014-03-01,C,PE,1.62
2014-03-01,C,PI,2.07
2014-03-01,C,RJ,1.10
2014-03-01,C,RN,2.06
2014-03-01,C,RS,2.22
2014-03-01,C,RO,3.42
2014-03-01,C,RR,0.91
2014-03-01,C,SC,1.69
2014-03-01,C,SP,1.77
2014-03-01,C,SE,2.45
2014-03-01,C,TO,2.18
2014-04-01,C,AC,1.50
2014-04-01,C,AL,2.82
2014-04-01,C,AP,2.19
2014-04-01,C,AM,2.96
2014-04-01,C,BA,2.22
2014-04-01,C,CE,2.51
2014-04-01,C,DF,1.40
2014-04-01,C,ES,2.30
2014-04-01,C,GO,2.13
2014-04-01,C,MA,2.83
2014-04-01,C,MT,1.90
2014-04-01,C,MS,1.40
2014-04-01,C,MG,2.29
2014-04-01,C,PA,3.36
2014-04-01,C,PB,3.22
2014-04-01,C,PR,2.02
2014-04-01,C,PE,1.61
2014-04-01,C,PI,1.97
2014-04-01,C,RJ,1.06
2014-04-01,C,RN,2.14
2014-04-01,C,RS,2.24
2014-04-01,C,RO,3.50
2014-04-01,C,RR,0.91
2014-04-01,C,SC,1.69
2014-04-01,C,SP,1.82
2014-04-01,C,SE,2.63
2014-04-01,C,TO,2.25
2014-05-01,C,AC,1.50
2014-05-01,C,AL,3.36
2014-05-01,C,AP,2.29
2014-05-01,C,AM,3.06
2014-05-01,C,BA,2.15
2014-05-01,C,CE,2.83
2014-05-01,C,DF,1.77
2014-05-01,C,ES,2.45
2014-05-01,C,GO,2.28
2014-05-01,C,MA,2.77
2014-05-01,C,MT,1.90
2014-05-01,C,MS,1.68
2014-05-01,C,MG,2.45
2014-05-01,C,PA,3.29
2014-05-01,C,PB,3.35
2014-05-01,C,PR,2.00
2014-05-01,C,PE,1.70
2014-05-01,C,PI,2.02
2014-05-01,C,RJ,1.13
2014-05-01,C,RN,2.25
2014-05-01,C,RS,2.38
2014-05-01,C,RO,3.37
2014-05-01,C,RR,0.95
2014-05-01,C,SC,1.77
2014-05-01,C,SP,1.97
2014-05-01,C,SE,2.43
2014-05-01,C,TO,2.39
2014-06-01,C,AC,1.47
2014-06-01,C,AL,3.42
2014-06-01,C,AP,2.24
2014-06-01,C,AM,3.07
2014-06-01,C,BA,2.28
2014-06-01,C,CE,2.71
2014-06-01,C,DF,1.69
2014-06-01,C,ES,2.32
2014-06-01,C,GO,2.17
2014-06-01,C,MA,2.63
2014-06-01,C,MT,1.80
2014-06-01,C,MS,1.51
2014-06-01,C,MG,2.45
2014-06-01,C,PA,3.27
2014-06-01,C,PB,2.94
2014-06-01,C,PR,2.01
2014-06-01,C,PE,1.75
2014-06-01,C,PI,2.02
2014-06-01,C,RJ,1.13
2014-06-01,C,RN,2.34
2014-06-01,C,RS,2.39
2014-06-01,C,RO,3.10
2014-06-01,C,RR,0.86
2014-06-01,C,SC,1.74
2014-06-01,C,SP,1.85
2014-06-01,C,SE,2.30
2014-06-01,C,TO,2.31
2014-07-01,C,AC,1.51
2014-07-01,C,AL,3.62
2014-07-01,C,AP,2.36
2014-07-01,C,AM,2.78
2014-07-01,C,BA,2.28
2014-07-01,C,CE,2.64
2014-07-01,C,DF,1.72
2014-07-01,C,ES,2.53
2014-07-01,C,GO,2.32
2014-07-01,C,MA,2.77
2014-07-01,C,MT,1.85
2014-07-01,C,MS,1.52
2014-07-01,C,MG,2.55
2014-07-01,C,PA,3.48
2014-07-01,C,PB,3.15
2014-07-01,C,PR,1.99
2014-07-01,C,PE,1.84
2014-07-01,C,PI,2.09
2014-07-01,C,RJ,1.14
2014-07-01,C,RN,2.31
2014-07-01,C,RS,2.26
2014-07-01,C,RO,3.03
2014-07-01,C,RR,0.83
2014-07-01,C,SC,1.77
2014-07-01,C,SP,1.90
2014-07-01,C,SE,2.06
2014-07-01,C,TO,2.13
2014-08-01,C,AC,1.62
2014-08-01,C,AL,5.03
2014-08-01,C,AP,2.49
2014-08-01,C,AM,2.68
2014-08-01,C,BA,2.26
2014-08-01,C,CE,2.66
2014-08-01,C,DF,1.95
2014-08-01,C,ES,2.72
2014-08-01,C,GO,2.57
2014-08-01,C,MA,2.88
2014-08-01,C,MT,2.05
2014-08-01,C,MS,2.42
2014-08-01,C,MG,2.62
2014-08-01,C,PA,3.81
2014-08-01,C,PB,3.15
2014-08-01,C,PR,2.04
2014-08-01,C,PE,2.12
2014-08-01,C,PI,2.14
2014-08-01,C,RJ,1.12
2014-08-01,C,RN,2.69
2014-08-01,C,RS,2.39
2014-08-01,C,RO,3.12
2014-08-01,C,RR,1.55
2014-08-01,C,SC,1.89
2014-08-01,C,SP,1.98
2014-08-01,C,SE,2.45
2014-08-01,C,TO,2.28
2014-09-01,C,AC,1.56
2014-09-01,C,AL,5.29
2014-09-01,C,AP,2.37
2014-09-01,C,AM,2.03
2014-09-01,C,BA,2.27
2014-09-01,C,CE,2.38
2014-09-01,C,DF,1.62
2014-09-01,C,ES,2.59
2014-09-01,C,GO,2.47
2014-09-01,C,MA,2.87
2014-09-01,C,MT,2.02
2014-09-01,C,MS,2.33
2014-09-01,C,MG,2.46
2014-09-01,C,PA,3.74
2014-09-01,C,PB,2.89
2014-09-01,C,PR,2.06
2014-09-01,C,PE,2.16
2014-09-01,C,PI,2.19
2014-09-01,C,RJ,1.07
2014-09-01,C,RN,2.69
2014-09-01,C,RS,2.48
2014-09-01,C,RO,2.86
2014-09-01,C,RR,1.54
2014-09-01,C,SC,1.85
2014-09-01,C,SP,2.00
2014-09-01,C,SE,1.96
2014-09-01,C,TO,2.20
2014-10-01,C,AC,1.53
2014-10-01,C,AL,5.47
2014-10-01,C,AP,2.35
2014-10-01,C,AM,2.14
2014-10-01,C,BA,2.33
2014-10-01,C,CE,2.41
2014-10-01,C,DF,1.67
2014-10-01,C,ES,2.73
2014-10-01,C,GO,2.53
2014-10-01,C,MA,2.86
2014-10-01,C,MT,2.08
2014-10-01,C,MS,2.15
2014-10-01,C,MG,2.55
2014-10-01,C,PA,3.64
2014-10-01,C,PB,2.87
2014-10-01,C,PR,2.09
2014-10-01,C,PE,2.11
2014-10-01,C,PI,2.26
2014-10-01,C,RJ,1.07
2014-10-01,C,RN,3.07
2014-10-01,C,RS,2.67
2014-10-01,C,RO,2.77
2014-10-01,C,RR,1.71
2014-10-01,C,SC,1.89
2014-10-01,C,SP,2.01
2014-10-01,C,SE,1.82
2014-10-01,C,TO,2.28
2014-11-01,C,AC,1.52
2014-11-01,C,AL,4.55
2014-11-01,C,AP,2.37
2014-11-01,C,AM,2.23
2014-11-01,C,BA,2.26
2014-11-01,C,CE,2.38
2014-11-01,C,DF,1.41
2014-11-01,C,ES,2.68
2014-11-01,C,GO,2.45
2014-11-01,C,MA,2.88
2014-11-01,C,MT,1.94
2014-11-01,C,MS,2.44
2014-11-01,C,MG,2.42
2014-11-01,C,PA,2.97
2014-11-01,C,PB,2.78
2014-11-01,C,PR,2.04
2014-11-01,C,PE,2.26
2014-11-01,C,PI,2.01
2014-11-01,C,RJ,1.05
2014-11-01,C,RN,3.10
2014-11-01,C,RS,2.67
2014-11-01,C,RO,2.42
2014-11-01,C,RR,1.48
2014-11-01,C,SC,1.81
2014-11-01,C,SP,1.96
2014-11-01,C,SE,2.10
2014-11-01,C,TO,2.24
2014-12-01,C,AC,1.43
2014-12-01,C,AL,3.63
2014-12-01,C,AP,1.98
2014-12-01,C,AM,2.31
2014-12-01,C,BA,2.12
2014-12-01,C,CE,2.10
2014-12-01,C,DF,1.24
2014-12-01,C,ES,2.47
2014-12-01,C,GO,2.29
2014-12-01,C,MA,2.59
2014-12-01,C,MT,1.81
2014-12-01,C,MS,2.06
2014-12-01,C,MG,2.23
2014-12-01,C,PA,3.01
2014-12-01,C,PB,2.58
2014-12-01,C,PR,1.97
2014-12-01,C,PE,2.31
2014-12-01,C,PI,2.10
2014-12-01,C,RJ,1.03
2014-12-01,C,RN,2.90
2014-12-01,C,RS,2.62
2014-12-01,C,RO,2.14
2014-12-01,C,RR,1.55
2014-12-01,C,SC,1.67
2014-12-01,C,SP,1.87
2014-12-01,C,SE,2.21
2014-12-01,C,TO,2.21
2015-01-01,C,AC,1.56
2015-01-01,C,AL,3.53
2015-01-01,C,AP,2.11
2015-01-01,C,AM,2.36
2015-01-01,C,BA,2.28
2015-01-01,C,CE,2.01
2015-01-01,C,DF,1.23
2015-01-01,C,ES,2.71
2015-01-01,C,GO,2.37
2015-01-01,C,MA,2.74
2015-01-01,C,MT,2.09
2015-01-01,C,MS,1.96
2015-01-01,C,MG,2.61
2015-01-01,C,PA,3.14
2015-01-01,C,PB,2.71
2015-01-01,C,PR,2.07
2015-01-01,C,PE,2.53
2015-01-01,C,PI,2.16
2015-01-01,C,RJ,1.01
2015-01-01,C,RN,2.62
2015-01-01,C,RS,2.78
2015-01-01,C,RO,2.31
2015-01-01,C,RR,1.72
2015-01-01,C,SC,1.74
2015-01-01,C,SP,1.93
2015-01-01,C,SE,2.99
2015-01-01,C,TO,2.28
2015-02-01,C,AC,1.58
2015-02-01,C,AL,3.67
2015-02-01,C,AP,2.28
2015-02-01,C,AM,2.63
2015-02-01,C,BA,2.36
2015-02-01,C,CE,1.97
2015-02-01,C,DF,1.49
2015-02-01,C,ES,2.79
2015-02-01,C,GO,2.41
2015-02-01,C,MA,2.84
2015-02-01,C,MT,2.23
2015-02-01,C,MS,2.13
2015-02-01,C,MG,2.72
2015-02-01,C,PA,3.24
2015-02-01,C,PB,2.71
2015-02-01,C,PR,2.15
2015-02-01,C,PE,2.69
2015-02-01,C,PI,2.21
2015-02-01,C,RJ,1.16
2015-02-01,C,RN,2.69
2015-02-01,C,RS,3.17
2015-02-01,C,RO,2.62
2015-02-01,C,RR,1.76
2015-02-01,C,SC,1.77
2015-02-01,C,SP,1.95
2015-02-01,C,SE,3.22
2015-02-01,C,TO,2.16
2015-03-01,C,AC,1.56
2015-03-01,C,AL,4.52
2015-03-01,C,AP,2.32
2015-03-01,C,AM,2.52
2015-03-01,C,BA,2.36
2015-03-01,C,CE,1.89
2015-03-01,C,DF,1.47
2015-03-01,C,ES,2.50
2015-03-01,C,GO,2.10
2015-03-01,C,MA,2.98
2015-03-01,C,MT,2.13
2015-03-01,C,MS,2.33
2015-03-01,C,MG,2.46
2015-03-01,C,PA,3.40
2015-03-01,C,PB,2.91
2015-03-01,C,PR,2.02
2015-03-01,C,PE,2.70
2015-03-01,C,PI,2.21
2015-03-01,C,RJ,1.42
2015-03-01,C,RN,2.60
2015-03-01,C,RS,3.21
2015-03-01,C,RO,2.88
2015-03-01,C,RR,1.93
2015-03-01,C,SC,1.79
2015-03-01,C,SP,1.99
2015-03-01,C,SE,3.75
2015-03-01,C,TO,2.01
2015-04-01,C,AC,1.88
2015-04-01,C,AL,4.62
2015-04-01,C,AP,2.49
2015-04-01,C,AM,2.28
2015-04-01,C,BA,3.32
2015-04-01,C,CE,1.89
2015-04-01,C,DF,1.69
2015-04-01,C,ES,2.50
2015-04-01,C,GO,2.17
2015-04-01,C,MA,2.93
2015-04-01,C,MT,2.41
2015-04-01,C,MS,2.62
2015-04-01,C,MG,2.60
2015-04-01,C,PA,3.83
2015-04-01,C,PB,3.02
2015-04-01,C,PR,2.18
2015-04-01,C,PE,3.45
2015-04-01,C,PI,2.29
2015-04-01,C,RJ,1.53
2015-04-01,C,RN,2.59
2015-04-01,C,RS,3.29
2015-04-01,C,RO,3.03
2015-04-01,C,RR,2.39
2015-04-01,C,SC,1.85
2015-04-01,C,SP,2.04
2015-04-01,C,SE,4.09
2015-04-01,C,TO,2.36
2015-05-01,C,AC,2.09
2015-05-01,C,AL,6.89
2015-05-01,C,AP,2.61
2015-05-01,C,AM,2.35
2015-05-01,C,BA,3.30
2015-05-01,C,CE,1.94
2015-05-01,C,DF,1.73
2015-05-01,C,ES,2.55
2015-05-01,C,GO,2.42
2015-05-01,C,MA,2.99
2015-05-01,C,MT,2.43
2015-05-01,C,MS,2.47
2015-05-01,C,MG,2.71
2015-05-01,C,PA,4.51
2015-05-01,C,PB,3.04
2015-05-01,C,PR,2.28
2015-05-01,C,PE,3.38
2015-05-01,C,PI,2.26
2015-05-01,C,RJ,1.57
2015-05-01,C,RN,2.49
2015-05-01,C,RS,3.33
2015-05-01,C,RO,3.37
2015-05-01,C,RR,2.34
2015-05-01,C,SC,1.95
2015-05-01,C,SP,2.02
2015-05-01,C,SE,4.18
2015-05-01,C,TO,3.17
2015-06-01,C,AC,1.74
2015-06-01,C,AL,5.20
2015-06-01,C,AP,2.52
2015-06-01,C,AM,2.17
2015-06-01,C,BA,3.36
2015-06-01,C,CE,2.01
2015-06-01,C,DF,1.47
2015-06-01,C,ES,2.59
2015-06-01,C,GO,2.44
2015-06-01,C,MA,3.12
2015-06-01,C,MT,2.47
2015-06-01,C,MS,2.35
2015-06-01,C,MG,2.60
2015-06-01,C,PA,5.03
2015-06-01,C,PB,3.13
2015-06-01,C,PR,2.26
2015-06-01,C,PE,3.12
2015-06-01,C,PI,2.58
2015-06-01,C,RJ,1.49
2015-06-01,C,RN,2.38
2015-06-01,C,RS,3.14
2015-06-01,C,RO,3.45
2015-06-01,C,RR,2.20
2015-06-01,C,SC,1.92
2015-06-01,C,SP,1.95
2015-06-01,C,SE,3.93
2015-06-01,C,TO,3.87
2015-07-01,C,AC,1.82
2015-07-01,C,AL,5.39
2015-07-01,C,AP,2.56
2015-07-01,C,AM,2.19
2015-07-01,C,BA,3.26
2015-07-01,C,CE,2.07
2015-07-01,C,DF,1.35
2015-07-01,C,ES,2.89
2015-07-01,C,GO,2.66
2015-07-01,C,MA,3.04
2015-07-01,C,MT,2.75
2015-07-01,C,MS,3.05
2015-07-01,C,MG,2.74
2015-07-01,C,PA,5.88
2015-07-01,C,PB,3.23
2015-07-01,C,PR,2.52
2015-07-01,C,PE,3.28
2015-07-01,C,PI,2.64
2015-07-01,C,RJ,1.42
2015-07-01,C,RN,2.38
2015-07-01,C,RS,3.14
2015-07-01,C,RO,3.52
2015-07-01,C,RR,2.32
2015-07-01,C,SC,2.11
2015-07-01,C,SP,2.02
2015-07-01,C,SE,3.36
2015-07-01,C,TO,5.22
2015-08-01,C,AC,2.04
2015-08-01,C,AL,5.45
2015-08-01,C,AP,3.21
2015-08-01,C,AM,2.26
2015-08-01,C,BA,3.53
2015-08-01,C,CE,2.22
2015-08-01,C,DF,1.36
2015-08-01,C,ES,3.20
2015-08-01,C,GO,2.92
2015-08-01,C,MA,3.30
2015-08-01,C,MT,3.16
2015-08-01,C,MS,3.55
2015-08-01,C,MG,2.78
2015-08-01,C,PA,6.64
2015-08-01,C,PB,3.24
2015-08-01,C,PR,2.65
2015-08-01,C,PE,3.46
2015-08-01,C,PI,2.74
2015-08-01,C,RJ,1.59
2015-08-01,C,RN,2.40
2015-08-01,C,RS,3.45
2015-08-01,C,RO,3.84
2015-08-01,C,RR,2.45
2015-08-01,C,SC,2.27
2015-08-01,C,SP,2.07
2015-08-01,C,SE,4.50
2015-08-01,C,TO,8.01
2015-09-01,C,AC,2.16
2015-09-01,C,AL,5.15
2015-09-01,C,AP,3.24
2015-09-01,C,AM,2.20
2015-09-01,C,BA,3.63
2015-09-01,C,CE,2.24
2015-09-01,C,DF,1.40
2015-09-01,C,ES,3.17
2015-09-01,C,GO,3.26
2015-09-01,C,MA,3.33
2015-09-01,C,MT,3.25
2015-09-01,C,MS,3.14
2015-09-01,C,MG,2.76
2015-09-01,C,PA,6.55
2015-09-01,C,PB,3.12
2015-09-01,C,PR,2.93
2015-09-01,C,PE,3.37
2015-09-01,C,PI,2.63
2015-09-01,C,RJ,1.11
2015-09-01,C,RN,2.55
2015-09-01,C,RS,3.47
2015-09-01,C,RO,3.71
2015-09-01,C,RR,2.51
2015-09-01,C,SC,2.37
2015-09-01,C,SP,2.06
2015-09-01,C,SE,4.59
2015-09-01,C,TO,8.06
2015-10-01,C,AC,2.23
2015-10-01,C,AL,5.31
2015-10-01,C,AP,3.31
2015-10-01,C,AM,2.34
2015-10-01,C,BA,3.47
2015-10-01,C,CE,3.20
2015-10-01,C,DF,1.32
2015-10-01,C,ES,3.11
2015-10-01,C,GO,3.60
2015-10-01,C,MA,3.56
2015-10-01,C,MT,3.55
2015-10-01,C,MS,3.60
2015-10-01,C,MG,2.85
2015-10-01,C,PA,4.79
2015-10-01,C,PB,3.19
2015-10-01,C,PR,3.24
2015-10-01,C,PE,3.76
2015-10-01,C,PI,2.70
2015-10-01,C,RJ,0.93
2015-10-01,C,RN,2.69
2015-10-01,C,RS,3.54
2015-10-01,C,RO,3.79
2015-10-01,C,RR,2.40
2015-10-01,C,SC,2.34
2015-10-01,C,SP,2.16
2015-10-01,C,SE,4.83
2015-10-01,C,TO,8.72
2015-11-01,C,AC,2.53
2015-11-01,C,AL,5.81
2015-11-01,C,AP,3.30
2015-11-01,C,AM,2.56
2015-11-01,C,BA,3.78
2015-11-01,C,CE,3.89
2015-11-01,C,DF,1.37
2015-11-01,C,ES,3.32
2015-11-01,C,GO,3.49
2015-11-01,C,MA,3.66
2015-11-01,C,MT,3.56
2015-11-01,C,MS,3.70
2015-11-01,C,MG,3.22
2015-11-01,C,PA,4.12
2015-11-01,C,PB,3.35
2015-11-01,C,PR,3.45
2015-11-01,C,PE,3.24
2015-11-01,C,PI,2.89
2015-11-01,C,RJ,1.04
2015-11-01,C,RN,2.80
2015-11-01,C,RS,3.55
2015-11-01,C,RO,3.53
2015-11-01,C,RR,2.57
2015-11-01,C,SC,2.49
2015-11-01,C,SP,2.28
2015-11-01,C,SE,5.07
2015-11-01,C,TO,9.08
2015-12-01,C,AC,2.55
2015-12-01,C,AL,3.59
2015-12-01,C,AP,3.19
2015-12-01,C,AM,2.77
2015-12-01,C,BA,3.46
2015-12-01,C,CE,3.96
2015-12-01,C,DF,1.55
2015-12-01,C,ES,3.27
2015-12-01,C,GO,3.51
2015-12-01,C,MA,3.40
2015-12-01,C,MT,3.20
2015-12-01,C,MS,3.01
2015-12-01,C,MG,3.20
2015-12-01,C,PA,4.21
2015-12-01,C,PB,3.20
2015-12-01,C,PR,3.41
2015-12-01,C,PE,3.10
2015-12-01,C,PI,2.90
2015-12-01,C,RJ,0.92
2015-12-01,C,RN,2.70
2015-12-01,C,RS,3.35
2015-12-01,C,RO,3.78
2015-12-01,C,RR,2.62
2015-12-01,C,SC,2.53
2015-12-01,C,SP,2.18
2015-12-01,C,SE,4.84
2015-12-01,C,TO,8.65
